ORIGIN,DEST,QUARTER,PASSENGERS,TIMEPERIOD
BWI,ALB,2,95.0,Second Quarter
BWI,ATL,2,1665.0,Second Quarter
BWI,AUS,2,148.0,Second Quarter
BWI,BDL,2,216.0,Second Quarter
BWI,BNA,2,613.0,Second Quarter
BWI,BOS,2,2747.0,Second Quarter
BWI,BUF,2,152.0,Second Quarter
BWI,CHS,2,407.0,Second Quarter
BWI,CLE,2,293.0,Second Quarter
BWI,CLT,2,546.0,Second Quarter
BWI,CMH,2,386.0,Second Quarter
BWI,CVG,2,45.0,Second Quarter
BWI,DAL,2,378.0,Second Quarter
BWI,DEN,2,949.0,Second Quarter
BWI,DFW,2,94.0,Second Quarter
BWI,DTW,2,763.0,Second Quarter
BWI,ECP,2,203.0,Second Quarter
BWI,FLL,2,3813.0,Second Quarter
BWI,GRR,2,50.0,Second Quarter
BWI,HOU,2,354.0,Second Quarter
BWI,IND,2,244.0,Second Quarter
BWI,ISP,2,103.0,Second Quarter
BWI,JAX,2,499.0,Second Quarter
BWI,LAS,2,1043.0,Second Quarter
BWI,LAX,2,754.0,Second Quarter
BWI,MCI,2,183.0,Second Quarter
BWI,MCO,2,4453.0,Second Quarter
BWI,MDW,2,853.0,Second Quarter
BWI,MHT,2,268.0,Second Quarter
BWI,MIA,2,47.0,Second Quarter
BWI,MKE,2,208.0,Second Quarter
BWI,MSP,2,486.0,Second Quarter
BWI,MSY,2,225.0,Second Quarter
BWI,MYR,2,87.0,Second Quarter
BWI,OAK,2,119.0,Second Quarter
BWI,ORD,2,301.0,Second Quarter
BWI,PBI,2,486.0,Second Quarter
BWI,PHX,2,554.0,Second Quarter
BWI,PVD,2,348.0,Second Quarter
BWI,PWM,2,86.0,Second Quarter
BWI,RDU,2,716.0,Second Quarter
BWI,RSW,2,824.0,Second Quarter
BWI,SAN,2,447.0,Second Quarter
BWI,SAT,2,277.0,Second Quarter
BWI,SDF,2,95.0,Second Quarter
BWI,SEA,2,109.0,Second Quarter
BWI,SFO,2,40.0,Second Quarter
BWI,SJC,2,51.0,Second Quarter
BWI,SJU,2,793.0,Second Quarter
BWI,SLC,2,81.0,Second Quarter
BWI,SMF,2,41.0,Second Quarter
BWI,STL,2,388.0,Second Quarter
BWI,TPA,2,1837.0,Second Quarter
BZN,SEA,2,53.0,Second Quarter
CAK,ATL,2,134.0,Second Quarter
CAK,MCO,2,74.0,Second Quarter
CAK,MYR,2,257.0,Second Quarter
CHS,BNA,2,123.0,Second Quarter
CHS,BOS,2,105.0,Second Quarter
CHS,BWI,2,405.0,Second Quarter
CHS,DCA,2,41.0,Second Quarter
CHS,HOU,2,45.0,Second Quarter
CHS,JFK,2,266.0,Second Quarter
CHS,MDW,2,140.0,Second Quarter
CLE,ATL,2,49.0,Second Quarter
CLE,BNA,2,82.0,Second Quarter
CLE,BOS,2,44.0,Second Quarter
CLE,BWI,2,321.0,Second Quarter
CLE,EWR,2,177.0,Second Quarter
CLE,LAS,2,466.0,Second Quarter
CLE,LGA,2,197.0,Second Quarter
CLE,MCO,2,374.0,Second Quarter
CLE,MDW,2,600.0,Second Quarter
CLE,MIA,2,59.0,Second Quarter
CLE,MYR,2,306.0,Second Quarter
CLE,ORD,2,262.0,Second Quarter
CLE,PHX,2,94.0,Second Quarter
CLE,RSW,2,190.0,Second Quarter
CLE,SFO,2,94.0,Second Quarter
CLT,ATL,2,245.0,Second Quarter
CLT,BDL,2,66.0,Second Quarter
CLT,BHM,2,43.0,Second Quarter
CLT,BNA,2,43.0,Second Quarter
CLT,BOS,2,1681.0,Second Quarter
CLT,BWI,2,650.0,Second Quarter
CLT,DAL,2,46.0,Second Quarter
CLT,DCA,2,137.0,Second Quarter
CLT,DEN,2,46.0,Second Quarter
CLT,DFW,2,841.0,Second Quarter
CLT,EWR,2,706.0,Second Quarter
CLT,FLL,2,375.0,Second Quarter
CLT,IAH,2,306.0,Second Quarter
CLT,JFK,2,141.0,Second Quarter
CLT,LAS,2,347.0,Second Quarter
CLT,LAX,2,266.0,Second Quarter
CLT,LGA,2,1666.0,Second Quarter
CLT,MCI,2,161.0,Second Quarter
CLT,MCO,2,386.0,Second Quarter
CLT,MDW,2,41.0,Second Quarter
CLT,MIA,2,197.0,Second Quarter
CLT,MSP,2,176.0,Second Quarter
CLT,ORD,2,2175.0,Second Quarter
CLT,PBI,2,83.0,Second Quarter
CLT,PHL,2,333.0,Second Quarter
CLT,PHX,2,214.0,Second Quarter
CLT,PIT,2,92.0,Second Quarter
CLT,PVD,2,115.0,Second Quarter
CLT,SFO,2,229.0,Second Quarter
CLT,SJU,2,140.0,Second Quarter
CLT,SLC,2,48.0,Second Quarter
CLT,TPA,2,287.0,Second Quarter
CMH,ATL,2,92.0,Second Quarter
CMH,BOS,2,438.0,Second Quarter
CMH,BWI,2,280.0,Second Quarter
CMH,DCA,2,449.0,Second Quarter
CMH,DEN,2,54.0,Second Quarter
CMH,FLL,2,49.0,Second Quarter
CMH,LAS,2,203.0,Second Quarter
CMH,LAX,2,111.0,Second Quarter
CMH,MCO,2,909.0,Second Quarter
CMH,MDW,2,975.0,Second Quarter
CMH,OAK,2,41.0,Second Quarter
CMH,ORD,2,208.0,Second Quarter
CMH,PHL,2,43.0,Second Quarter
CMH,PHX,2,137.0,Second Quarter
CMH,RSW,2,143.0,Second Quarter
CMH,TPA,2,648.0,Second Quarter
CRP,DFW,2,46.0,Second Quarter
CVG,ATL,2,41.0,Second Quarter
CVG,BWI,2,45.0,Second Quarter
CVG,FLL,2,55.0,Second Quarter
CVG,LAS,2,150.0,Second Quarter
CVG,LAX,2,72.0,Second Quarter
CVG,LGA,2,65.0,Second Quarter
CVG,MCO,2,299.0,Second Quarter
CVG,RSW,2,40.0,Second Quarter
CVG,SFO,2,46.0,Second Quarter
CVG,TPA,2,114.0,Second Quarter
DAL,ABQ,2,434.0,Second Quarter
DAL,AMA,2,389.0,Second Quarter
DAL,ATL,2,549.0,Second Quarter
DAL,AUS,2,1488.0,Second Quarter
DAL,BNA,2,547.0,Second Quarter
DAL,BOS,2,110.0,Second Quarter
DAL,BWI,2,403.0,Second Quarter
DAL,CLT,2,40.0,Second Quarter
DAL,DCA,2,178.0,Second Quarter
DAL,DEN,2,1376.0,Second Quarter
DAL,ECP,2,163.0,Second Quarter
DAL,ELP,2,556.0,Second Quarter
DAL,FLL,2,350.0,Second Quarter
DAL,HOU,2,5640.0,Second Quarter
DAL,LAS,2,1162.0,Second Quarter
DAL,LAX,2,1080.0,Second Quarter
DAL,LBB,2,638.0,Second Quarter
DAL,LGA,2,1256.0,Second Quarter
DAL,LIT,2,119.0,Second Quarter
DAL,MAF,2,480.0,Second Quarter
DAL,MCI,2,1558.0,Second Quarter
DAL,MCO,2,436.0,Second Quarter
DAL,MDW,2,1211.0,Second Quarter
DAL,MSY,2,987.0,Second Quarter
DAL,OAK,2,118.0,Second Quarter
DAL,PDX,2,40.0,Second Quarter
DAL,PHL,2,42.0,Second Quarter
DAL,PHX,2,792.0,Second Quarter
DAL,RDU,2,45.0,Second Quarter
DAL,SAN,2,393.0,Second Quarter
DAL,SAT,2,1775.0,Second Quarter
DAL,SEA,2,106.0,Second Quarter
DAL,SFO,2,229.0,Second Quarter
DAL,SNA,2,55.0,Second Quarter
DAL,STL,2,981.0,Second Quarter
DAL,TPA,2,295.0,Second Quarter
DAL,TUL,2,51.0,Second Quarter
DAY,ATL,2,92.0,Second Quarter
DAY,DCA,2,217.0,Second Quarter
DCA,ATL,2,2119.0,Second Quarter
DCA,AUS,2,87.0,Second Quarter
DCA,BNA,2,446.0,Second Quarter
DCA,BOS,2,5379.0,Second Quarter
DCA,BTV,2,49.0,Second Quarter
DCA,BUF,2,55.0,Second Quarter
DCA,CHS,2,41.0,Second Quarter
DCA,CLT,2,137.0,Second Quarter
DCA,CMH,2,489.0,Second Quarter
DCA,DAL,2,172.0,Second Quarter
DCA,DAY,2,217.0,Second Quarter
DCA,DEN,2,447.0,Second Quarter
DCA,DFW,2,442.0,Second Quarter
DCA,DTW,2,266.0,Second Quarter
DCA,FLL,2,852.0,Second Quarter
DCA,HOU,2,145.0,Second Quarter
DCA,HPN,2,57.0,Second Quarter
DCA,HSV,2,153.0,Second Quarter
DCA,IND,2,278.0,Second Quarter
DCA,LAS,2,44.0,Second Quarter
DCA,LAX,2,434.0,Second Quarter
DCA,LGA,2,864.0,Second Quarter
DCA,MCI,2,243.0,Second Quarter
DCA,MCO,2,1729.0,Second Quarter
DCA,MDW,2,889.0,Second Quarter
DCA,MIA,2,1321.0,Second Quarter
DCA,MKE,2,318.0,Second Quarter
DCA,MSP,2,275.0,Second Quarter
DCA,MSY,2,120.0,Second Quarter
DCA,ORD,2,1310.0,Second Quarter
DCA,PBI,2,44.0,Second Quarter
DCA,PDX,2,42.0,Second Quarter
DCA,PHX,2,90.0,Second Quarter
DCA,PVD,2,283.0,Second Quarter
DCA,SDF,2,129.0,Second Quarter
DCA,SEA,2,261.0,Second Quarter
DCA,SFO,2,261.0,Second Quarter
DCA,STL,2,229.0,Second Quarter
DCA,TPA,2,1190.0,Second Quarter
DEN,ABQ,2,199.0,Second Quarter
DEN,ATL,2,1274.0,Second Quarter
DEN,AUS,2,850.0,Second Quarter
DEN,BDL,2,46.0,Second Quarter
DEN,BNA,2,473.0,Second Quarter
DEN,BOS,2,1269.0,Second Quarter
DEN,BUR,2,131.0,Second Quarter
DEN,BWI,2,867.0,Second Quarter
DEN,CLT,2,46.0,Second Quarter
DEN,CMH,2,49.0,Second Quarter
DEN,CVG,2,47.0,Second Quarter
DEN,DAL,2,1485.0,Second Quarter
DEN,DCA,2,501.0,Second Quarter
DEN,DFW,2,1901.0,Second Quarter
DEN,DTW,2,558.0,Second Quarter
DEN,EWR,2,969.0,Second Quarter
DEN,FLL,2,321.0,Second Quarter
DEN,HNL,2,42.0,Second Quarter
DEN,HOU,2,1318.0,Second Quarter
DEN,IAD,2,809.0,Second Quarter
DEN,IAH,2,868.0,Second Quarter
DEN,IND,2,227.0,Second Quarter
DEN,JFK,2,82.0,Second Quarter
DEN,JMS,2,100.0,Second Quarter
DEN,LAS,2,3619.0,Second Quarter
DEN,LAX,2,4254.0,Second Quarter
DEN,LGA,2,1140.0,Second Quarter
DEN,MCI,2,1109.0,Second Quarter
DEN,MCO,2,1672.0,Second Quarter
DEN,MDW,2,2244.0,Second Quarter
DEN,MEM,2,44.0,Second Quarter
DEN,MIA,2,117.0,Second Quarter
DEN,MKE,2,263.0,Second Quarter
DEN,MSP,2,912.0,Second Quarter
DEN,MSY,2,213.0,Second Quarter
DEN,OAK,2,839.0,Second Quarter
DEN,OKC,2,167.0,Second Quarter
DEN,OMA,2,183.0,Second Quarter
DEN,ONT,2,40.0,Second Quarter
DEN,ORD,2,1463.0,Second Quarter
DEN,PDX,2,511.0,Second Quarter
DEN,PHL,2,354.0,Second Quarter
DEN,PHX,2,4634.0,Second Quarter
DEN,PIT,2,40.0,Second Quarter
DEN,RDU,2,168.0,Second Quarter
DEN,RNO,2,127.0,Second Quarter
DEN,SAN,2,1876.0,Second Quarter
DEN,SAT,2,297.0,Second Quarter
DEN,SEA,2,1162.0,Second Quarter
DEN,SFO,2,2619.0,Second Quarter
DEN,SJC,2,416.0,Second Quarter
DEN,SLC,2,570.0,Second Quarter
DEN,SMF,2,336.0,Second Quarter
DEN,SNA,2,723.0,Second Quarter
DEN,STL,2,807.0,Second Quarter
DEN,TPA,2,589.0,Second Quarter
DEN,TUL,2,47.0,Second Quarter
DFW,ABQ,2,41.0,Second Quarter
DFW,ATL,2,1776.0,Second Quarter
DFW,AUS,2,482.0,Second Quarter
DFW,BNA,2,1230.0,Second Quarter
DFW,BOS,2,1012.0,Second Quarter
DFW,BWI,2,96.0,Second Quarter
DFW,CLT,2,871.0,Second Quarter
DFW,CMH,2,44.0,Second Quarter
DFW,CRP,2,46.0,Second Quarter
DFW,DCA,2,499.0,Second Quarter
DFW,DEN,2,1531.0,Second Quarter
DFW,DTW,2,334.0,Second Quarter
DFW,EWR,2,401.0,Second Quarter
DFW,FLL,2,492.0,Second Quarter
DFW,HNL,2,42.0,Second Quarter
DFW,IAD,2,87.0,Second Quarter
DFW,IAH,2,699.0,Second Quarter
DFW,IND,2,279.0,Second Quarter
DFW,LAS,2,2316.0,Second Quarter
DFW,LAX,2,2930.0,Second Quarter
DFW,LGA,2,1869.0,Second Quarter
DFW,LIT,2,146.0,Second Quarter
DFW,MCI,2,1136.0,Second Quarter
DFW,MCO,2,2475.0,Second Quarter
DFW,MIA,2,825.0,Second Quarter
DFW,MSP,2,442.0,Second Quarter
DFW,MSY,2,135.0,Second Quarter
DFW,OAK,2,145.0,Second Quarter
DFW,OGG,2,49.0,Second Quarter
DFW,ONT,2,101.0,Second Quarter
DFW,ORD,2,1763.0,Second Quarter
DFW,ORF,2,41.0,Second Quarter
DFW,PBI,2,92.0,Second Quarter
DFW,PDX,2,378.0,Second Quarter
DFW,PHL,2,894.0,Second Quarter
DFW,PHX,2,821.0,Second Quarter
DFW,RDU,2,505.0,Second Quarter
DFW,RSW,2,156.0,Second Quarter
DFW,SAN,2,830.0,Second Quarter
DFW,SAT,2,648.0,Second Quarter
DFW,SEA,2,1932.0,Second Quarter
DFW,SFO,2,1129.0,Second Quarter
DFW,SJC,2,92.0,Second Quarter
DFW,SJU,2,146.0,Second Quarter
DFW,SLC,2,731.0,Second Quarter
DFW,SMF,2,86.0,Second Quarter
DFW,SNA,2,896.0,Second Quarter
DFW,STL,2,337.0,Second Quarter
DFW,STT,2,49.0,Second Quarter
DFW,TPA,2,1043.0,Second Quarter
DFW,VPS,2,48.0,Second Quarter
DLH,ORD,2,44.0,Second Quarter
DTW,ATL,2,1022.0,Second Quarter
DTW,AUS,2,77.0,Second Quarter
DTW,BNA,2,43.0,Second Quarter
DTW,BOS,2,323.0,Second Quarter
DTW,BWI,2,749.0,Second Quarter
DTW,DCA,2,266.0,Second Quarter
DTW,DEN,2,531.0,Second Quarter
DTW,DFW,2,333.0,Second Quarter
DTW,EWR,2,46.0,Second Quarter
DTW,FLL,2,1044.0,Second Quarter
DTW,LAS,2,1950.0,Second Quarter
DTW,LAX,2,913.0,Second Quarter
DTW,LGA,2,1641.0,Second Quarter
DTW,MCI,2,100.0,Second Quarter
DTW,MCO,2,2773.0,Second Quarter
DTW,MDW,2,138.0,Second Quarter
DTW,MIA,2,193.0,Second Quarter
DTW,MSP,2,169.0,Second Quarter
DTW,MSY,2,155.0,Second Quarter
DTW,MYR,2,56.0,Second Quarter
DTW,ORD,2,54.0,Second Quarter
DTW,PBI,2,42.0,Second Quarter
DTW,PHL,2,83.0,Second Quarter
DTW,PHX,2,394.0,Second Quarter
DTW,RSW,2,684.0,Second Quarter
DTW,SAN,2,246.0,Second Quarter
DTW,SEA,2,317.0,Second Quarter
DTW,SFO,2,566.0,Second Quarter
DTW,SLC,2,45.0,Second Quarter
DTW,STL,2,43.0,Second Quarter
DTW,TPA,2,1063.0,Second Quarter
DTW,TTN,2,136.0,Second Quarter
DUT,SEA,2,49.0,Second Quarter
ECP,ATL,2,43.0,Second Quarter
ECP,BNA,2,539.0,Second Quarter
ECP,BWI,2,199.0,Second Quarter
ECP,DAL,2,109.0,Second Quarter
ECP,HOU,2,48.0,Second Quarter
ECP,STL,2,91.0,Second Quarter
ELP,AUS,2,305.0,Second Quarter
ELP,DAL,2,473.0,Second Quarter
ELP,LAS,2,131.0,Second Quarter
ELP,LAX,2,193.0,Second Quarter
ELP,OAK,2,41.0,Second Quarter
ELP,ORD,2,57.0,Second Quarter
ELP,PHX,2,146.0,Second Quarter
ELP,SAT,2,319.0,Second Quarter
EWR,ATL,2,1638.0,Second Quarter
EWR,AUS,2,296.0,Second Quarter
EWR,AVL,2,41.0,Second Quarter
EWR,BNA,2,193.0,Second Quarter
EWR,BOS,2,329.0,Second Quarter
EWR,BQN,2,390.0,Second Quarter
EWR,CLE,2,183.0,Second Quarter
EWR,CLT,2,633.0,Second Quarter
EWR,DEN,2,823.0,Second Quarter
EWR,DFW,2,290.0,Second Quarter
EWR,DTW,2,50.0,Second Quarter
EWR,FLL,2,2875.0,Second Quarter
EWR,HNL,2,103.0,Second Quarter
EWR,IAH,2,564.0,Second Quarter
EWR,LAS,2,1347.0,Second Quarter
EWR,LAX,2,6193.0,Second Quarter
EWR,MCO,2,6206.0,Second Quarter
EWR,MDW,2,845.0,Second Quarter
EWR,MIA,2,692.0,Second Quarter
EWR,MSP,2,44.0,Second Quarter
EWR,MSY,2,158.0,Second Quarter
EWR,MYR,2,299.0,Second Quarter
EWR,ORD,2,700.0,Second Quarter
EWR,PBI,2,2650.0,Second Quarter
EWR,PDX,2,127.0,Second Quarter
EWR,PHX,2,794.0,Second Quarter
EWR,PIT,2,66.0,Second Quarter
EWR,RDU,2,102.0,Second Quarter
EWR,RSW,2,1482.0,Second Quarter
EWR,SAN,2,359.0,Second Quarter
EWR,SEA,2,521.0,Second Quarter
EWR,SFO,2,4942.0,Second Quarter
EWR,SJC,2,186.0,Second Quarter
EWR,SJU,2,1472.0,Second Quarter
EWR,SNA,2,275.0,Second Quarter
EWR,STL,2,46.0,Second Quarter
EWR,TPA,2,2563.0,Second Quarter
EYW,ATL,2,66.0,Second Quarter
FAI,ANC,2,380.0,Second Quarter
FAI,SEA,2,91.0,Second Quarter
FAR,PIE,2,42.0,Second Quarter
FAT,SAN,2,211.0,Second Quarter
FLL,ACY,2,483.0,Second Quarter
FLL,ALB,2,266.0,Second Quarter
FLL,ATL,2,3138.0,Second Quarter
FLL,AUS,2,243.0,Second Quarter
FLL,BDL,2,213.0,Second Quarter
FLL,BNA,2,823.0,Second Quarter
FLL,BOS,2,1654.0,Second Quarter
FLL,BQN,2,146.0,Second Quarter
FLL,BUF,2,248.0,Second Quarter
FLL,BWI,2,3745.0,Second Quarter
FLL,CLT,2,362.0,Second Quarter
FLL,CMH,2,49.0,Second Quarter
FLL,CVG,2,55.0,Second Quarter
FLL,DAL,2,320.0,Second Quarter
FLL,DCA,2,858.0,Second Quarter
FLL,DEN,2,374.0,Second Quarter
FLL,DFW,2,551.0,Second Quarter
FLL,DTW,2,1183.0,Second Quarter
FLL,EWR,2,3233.0,Second Quarter
FLL,HOU,2,224.0,Second Quarter
FLL,HPN,2,222.0,Second Quarter
FLL,IAD,2,91.0,Second Quarter
FLL,IAH,2,213.0,Second Quarter
FLL,IND,2,43.0,Second Quarter
FLL,ISP,2,252.0,Second Quarter
FLL,JAX,2,56.0,Second Quarter
FLL,JFK,2,3979.0,Second Quarter
FLL,LAS,2,144.0,Second Quarter
FLL,LAX,2,578.0,Second Quarter
FLL,LGA,2,4451.0,Second Quarter
FLL,MCI,2,130.0,Second Quarter
FLL,MDW,2,1204.0,Second Quarter
FLL,MSY,2,298.0,Second Quarter
FLL,ORD,2,930.0,Second Quarter
FLL,PHL,2,842.0,Second Quarter
FLL,PHX,2,171.0,Second Quarter
FLL,PIT,2,334.0,Second Quarter
FLL,PVD,2,402.0,Second Quarter
FLL,RDU,2,88.0,Second Quarter
FLL,SAN,2,46.0,Second Quarter
FLL,SEA,2,58.0,Second Quarter
FLL,SFO,2,588.0,Second Quarter
FLL,SJU,2,1776.0,Second Quarter
FLL,STL,2,153.0,Second Quarter
FLL,TPA,2,774.0,Second Quarter
GEG,BOI,2,416.0,Second Quarter
GEG,LAS,2,70.0,Second Quarter
GEG,PDX,2,511.0,Second Quarter
GEG,SEA,2,777.0,Second Quarter
GJT,PHX,2,47.0,Second Quarter
GRR,BWI,2,50.0,Second Quarter
GRR,PIE,2,50.0,Second Quarter
GTF,SEA,2,40.0,Second Quarter
GUM,HNL,2,63.0,Second Quarter
HNL,ANC,2,47.0,Second Quarter
HNL,ATL,2,75.0,Second Quarter
HNL,DEN,2,42.0,Second Quarter
HNL,DFW,2,42.0,Second Quarter
HNL,EWR,2,62.0,Second Quarter
HNL,GUM,2,63.0,Second Quarter
HNL,IAH,2,58.0,Second Quarter
HNL,ITO,2,8051.0,Second Quarter
HNL,JFK,2,191.0,Second Quarter
HNL,KOA,2,6903.0,Second Quarter
HNL,LAS,2,832.0,Second Quarter
HNL,LAX,2,2640.0,Second Quarter
HNL,LIH,2,7523.0,Second Quarter
HNL,OAK,2,43.0,Second Quarter
HNL,OGG,2,13981.0,Second Quarter
HNL,PDX,2,181.0,Second Quarter
HNL,PHX,2,42.0,Second Quarter
HNL,PPG,2,71.0,Second Quarter
HNL,SAN,2,243.0,Second Quarter
HNL,SEA,2,393.0,Second Quarter
HNL,SFO,2,647.0,Second Quarter
HNL,SJC,2,54.0,Second Quarter
HNL,SLC,2,120.0,Second Quarter
HOU,ABQ,2,106.0,Second Quarter
HOU,ATL,2,601.0,Second Quarter
HOU,AUS,2,97.0,Second Quarter
HOU,BNA,2,582.0,Second Quarter
HOU,BOS,2,221.0,Second Quarter
HOU,BWI,2,346.0,Second Quarter
HOU,CHS,2,45.0,Second Quarter
HOU,DAL,2,5657.0,Second Quarter
HOU,DCA,2,168.0,Second Quarter
HOU,DEN,2,1224.0,Second Quarter
HOU,ECP,2,48.0,Second Quarter
HOU,FLL,2,193.0,Second Quarter
HOU,HRL,2,218.0,Second Quarter
HOU,IND,2,40.0,Second Quarter
HOU,LAS,2,718.0,Second Quarter
HOU,LAX,2,1055.0,Second Quarter
HOU,LGA,2,350.0,Second Quarter
HOU,MAF,2,294.0,Second Quarter
HOU,MCI,2,100.0,Second Quarter
HOU,MCO,2,390.0,Second Quarter
HOU,MDW,2,1472.0,Second Quarter
HOU,MSY,2,1822.0,Second Quarter
HOU,OAK,2,234.0,Second Quarter
HOU,OKC,2,328.0,Second Quarter
HOU,PDX,2,45.0,Second Quarter
HOU,PHX,2,663.0,Second Quarter
HOU,SAN,2,181.0,Second Quarter
HOU,SAT,2,123.0,Second Quarter
HOU,SNA,2,86.0,Second Quarter
HOU,STL,2,448.0,Second Quarter
HOU,TPA,2,103.0,Second Quarter
HOU,TUL,2,431.0,Second Quarter
HPN,ATL,2,43.0,Second Quarter
HPN,DCA,2,57.0,Second Quarter
HPN,FLL,2,186.0,Second Quarter
HPN,MCO,2,530.0,Second Quarter
HPN,PBI,2,695.0,Second Quarter
HPN,RSW,2,51.0,Second Quarter
HPN,TPA,2,43.0,Second Quarter
HRL,HOU,2,262.0,Second Quarter
HSV,DCA,2,153.0,Second Quarter
IAD,ATL,2,296.0,Second Quarter
IAD,BOS,2,106.0,Second Quarter
IAD,DEN,2,807.0,Second Quarter
IAD,FLL,2,131.0,Second Quarter
IAD,IAH,2,107.0,Second Quarter
IAD,LAS,2,100.0,Second Quarter
IAD,LAX,2,2124.0,Second Quarter
IAD,MCO,2,561.0,Second Quarter
IAD,ORD,2,422.0,Second Quarter
IAD,SAN,2,396.0,Second Quarter
IAD,SEA,2,594.0,Second Quarter
IAD,SFO,2,2155.0,Second Quarter
IAD,TPA,2,327.0,Second Quarter
IAH,ATL,2,95.0,Second Quarter
IAH,AUS,2,45.0,Second Quarter
IAH,BOS,2,330.0,Second Quarter
IAH,CLT,2,255.0,Second Quarter
IAH,DEN,2,825.0,Second Quarter
IAH,DFW,2,670.0,Second Quarter
IAH,EWR,2,578.0,Second Quarter
IAH,FLL,2,217.0,Second Quarter
IAH,HNL,2,58.0,Second Quarter
IAH,IAD,2,153.0,Second Quarter
IAH,LAS,2,575.0,Second Quarter
IAH,LAX,2,1688.0,Second Quarter
IAH,LGA,2,722.0,Second Quarter
IAH,MCO,2,645.0,Second Quarter
IAH,MIA,2,312.0,Second Quarter
IAH,MSY,2,159.0,Second Quarter
IAH,OAK,2,53.0,Second Quarter
IAH,OKC,2,44.0,Second Quarter
IAH,ORD,2,904.0,Second Quarter
IAH,PHL,2,50.0,Second Quarter
IAH,PHX,2,176.0,Second Quarter
IAH,SAN,2,65.0,Second Quarter
IAH,SAT,2,48.0,Second Quarter
IAH,SEA,2,105.0,Second Quarter
IAH,SFO,2,553.0,Second Quarter
IAH,SJU,2,55.0,Second Quarter
IAH,SNA,2,51.0,Second Quarter
IAH,TPA,2,116.0,Second Quarter
IND,ATL,2,60.0,Second Quarter
IND,BOS,2,294.0,Second Quarter
IND,BWI,2,227.0,Second Quarter
IND,DCA,2,375.0,Second Quarter
IND,DEN,2,247.0,Second Quarter
IND,DFW,2,214.0,Second Quarter
IND,HOU,2,40.0,Second Quarter
IND,LAS,2,539.0,Second Quarter
IND,LAX,2,98.0,Second Quarter
IND,LGA,2,149.0,Second Quarter
IND,MCI,2,42.0,Second Quarter
IND,MCO,2,1085.0,Second Quarter
IND,PHX,2,269.0,Second Quarter
IND,RSW,2,142.0,Second Quarter
IND,SEA,2,40.0,Second Quarter
IND,TPA,2,885.0,Second Quarter
ISP,BWI,2,147.0,Second Quarter
ISP,FLL,2,111.0,Second Quarter
ISP,MCO,2,1319.0,Second Quarter
ISP,PBI,2,718.0,Second Quarter
ISP,TPA,2,318.0,Second Quarter
ITO,HNL,2,8054.0,Second Quarter
ITO,LIH,2,42.0,Second Quarter
ITO,OGG,2,216.0,Second Quarter
JAX,ATL,2,188.0,Second Quarter
JAX,BNA,2,139.0,Second Quarter
JAX,BWI,2,514.0,Second Quarter
JAX,DCA,2,42.0,Second Quarter
JAX,DFW,2,43.0,Second Quarter
JAX,FLL,2,58.0,Second Quarter
JAX,JFK,2,348.0,Second Quarter
JAX,MIA,2,186.0,Second Quarter
JFK,ATL,2,226.0,Second Quarter
JFK,AUS,2,611.0,Second Quarter
JFK,BOS,2,119.0,Second Quarter
JFK,BQN,2,469.0,Second Quarter
JFK,BUF,2,610.0,Second Quarter
JFK,BUR,2,56.0,Second Quarter
JFK,CHS,2,270.0,Second Quarter
JFK,CLT,2,124.0,Second Quarter
JFK,DCA,2,42.0,Second Quarter
JFK,DEN,2,51.0,Second Quarter
JFK,DFW,2,96.0,Second Quarter
JFK,FLL,2,3731.0,Second Quarter
JFK,HNL,2,107.0,Second Quarter
JFK,JAX,2,296.0,Second Quarter
JFK,LAS,2,2779.0,Second Quarter
JFK,LAX,2,9961.0,Second Quarter
JFK,LGB,2,245.0,Second Quarter
JFK,MCO,2,2994.0,Second Quarter
JFK,MIA,2,1053.0,Second Quarter
JFK,MSP,2,357.0,Second Quarter
JFK,MSY,2,514.0,Second Quarter
JFK,ORD,2,929.0,Second Quarter
JFK,PBI,2,749.0,Second Quarter
JFK,PDX,2,183.0,Second Quarter
JFK,PHX,2,708.0,Second Quarter
JFK,ROC,2,48.0,Second Quarter
JFK,RSW,2,355.0,Second Quarter
JFK,SAN,2,1213.0,Second Quarter
JFK,SAV,2,109.0,Second Quarter
JFK,SEA,2,582.0,Second Quarter
JFK,SFO,2,5091.0,Second Quarter
JFK,SJC,2,90.0,Second Quarter
JFK,SJU,2,3782.0,Second Quarter
JFK,SLC,2,793.0,Second Quarter
JFK,SRQ,2,84.0,Second Quarter
JFK,STT,2,282.0,Second Quarter
JFK,TPA,2,754.0,Second Quarter
JMS,DEN,2,100.0,Second Quarter
JNU,ANC,2,418.0,Second Quarter
JNU,SEA,2,446.0,Second Quarter
KOA,HNL,2,6889.0,Second Quarter
KOA,LAX,2,108.0,Second Quarter
KOA,LIH,2,215.0,Second Quarter
KOA,OAK,2,65.0,Second Quarter
KOA,OGG,2,512.0,Second Quarter
KOA,SEA,2,173.0,Second Quarter
KOA,SFO,2,160.0,Second Quarter
KTN,SEA,2,264.0,Second Quarter
LAS,ABQ,2,609.0,Second Quarter
LAS,AMA,2,59.0,Second Quarter
LAS,ATL,2,2067.0,Second Quarter
LAS,AUS,2,377.0,Second Quarter
LAS,BDL,2,42.0,Second Quarter
LAS,BLI,2,1106.0,Second Quarter
LAS,BNA,2,756.0,Second Quarter
LAS,BOI,2,52.0,Second Quarter
